,Name,Sequence Accession,Complete Genome,Segment,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name,Unnamed: 12,coords0,coords1,coords2
180,HA,KT844127,Yes,4,1701,H3N2,2015-08-02,IRD:Human,USA,Alaska,-N/A-,A/Alaska/135/2015,,-0.04633717238903046,-1.9602769613265991,2.2978975772857666
181,HA,KY089914,No,4,1701,H3N2,2015-07-30,IRD:Human,USA,Alaska,-N/A-,A/Alaska/136/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
182,HA,KT844135,Yes,4,1701,H3N2,2015-08-02,IRD:Human,USA,Alaska,-N/A-,A/Alaska/137/2015,,-0.07204459607601166,-2.0889546871185303,2.313178539276123
183,HA,KT844143,Yes,4,1701,H3N2,2015-08-03,IRD:Human,USA,Alaska,-N/A-,A/Alaska/138/2015,,-0.10892848670482635,-2.0013742446899414,2.1613597869873047
184,HA,KT844151,Yes,4,1701,H3N2,2015-08-04,IRD:Human,USA,Alaska,-N/A-,A/Alaska/139/2015,,-0.047179028391838074,-2.126051425933838,2.292527198791504
185,HA,KM064187,No,4,1701,H3N2,2013-09-23,IRD:Human,USA,Alaska,-N/A-,A/Alaska/14/2013,,1.2988884449005127,-0.5930854082107544,2.6206398010253906
186,HA,KT843621,Yes,4,1701,H3N2,2015-06-03,IRD:Human,USA,Alaska,-N/A-,A/Alaska/14/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
187,HA,KY116086,Yes,4,1737,H3N2,2016-01-01,IRD:Human,USA,Alaska,-N/A-,A/Alaska/14/2016,,0.9749566912651062,-0.602429986000061,2.166703224182129
189,HA,KT844159,Yes,4,1701,H3N2,2015-08-11,IRD:Human,USA,Alaska,-N/A-,A/Alaska/140/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
190,HA,KY117007,Yes,4,1701,H3N2,2015-08-11,IRD:Human,USA,Alaska,-N/A-,A/Alaska/140/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
191,HA,KT844167,Yes,4,1701,H3N2,2015-08-05,IRD:Human,USA,Alaska,-N/A-,A/Alaska/141/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
192,HA,KT844175,Yes,4,1701,H3N2,2015-08-10,IRD:Human,USA,Alaska,-N/A-,A/Alaska/142/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
193,HA,KT844183,Yes,4,1701,H3N2,2015-08-06,IRD:Human,USA,Alaska,-N/A-,A/Alaska/143/2015,,-0.08788470923900604,-1.6034480333328247,2.2696666717529297
194,HA,KT844191,Yes,4,1701,H3N2,2015-08-03,IRD:Human,USA,Alaska,-N/A-,A/Alaska/144/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
195,HA,KT844199,Yes,4,1701,H3N2,2015-07-24,IRD:Human,USA,Alaska,-N/A-,A/Alaska/145/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
196,HA,KT844207,Yes,4,1701,H3N2,2015-07-23,IRD:Human,USA,Alaska,-N/A-,A/Alaska/146/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
197,HA,KT844215,Yes,4,1701,H3N2,2015-07-24,IRD:Human,USA,Alaska,-N/A-,A/Alaska/147/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
198,HA,KT844223,Yes,4,1701,H3N2,2015-07-26,IRD:Human,USA,Alaska,-N/A-,A/Alaska/148/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
199,HA,KT844231,Yes,4,1701,H3N2,2015-07-07,IRD:Human,USA,Alaska,-N/A-,A/Alaska/149/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
200,HA,KC883402,Yes,4,1701,H3N2,2011-03-01,IRD:Human,USA,Alaska,10-11,A/Alaska/15/2011,,2.790313482284546,-0.9455335140228271,1.2548805475234985
201,HA,KT844239,Yes,4,1701,H3N2,2015-07-19,IRD:Human,USA,Alaska,-N/A-,A/Alaska/150/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
202,HA,KU590101,Yes,4,1701,H3N2,2015-07-21,IRD:Human,USA,Alaska,-N/A-,A/Alaska/151/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
203,HA,KU589683,Yes,4,1701,H3N2,2015-07-21,IRD:Human,USA,Alaska,-N/A-,A/Alaska/151/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
204,HA,KU590109,Yes,4,1701,H3N2,2015-07-20,IRD:Human,USA,Alaska,-N/A-,A/Alaska/152/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
205,HA,KU589691,Yes,4,1701,H3N2,2015-07-20,IRD:Human,USA,Alaska,-N/A-,A/Alaska/152/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
206,HA,KU590117,Yes,4,1701,H3N2,2015-08-03,IRD:Human,USA,Alaska,-N/A-,A/Alaska/153/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
207,HA,KU589699,Yes,4,1701,H3N2,2015-07-24,IRD:Human,USA,Alaska,-N/A-,A/Alaska/154/2015,,-0.0613735169172287,-1.9370347261428833,2.29655122756958
208,HA,KU590124,Yes,4,1701,H3N2,2015-07-24,IRD:Human,USA,Alaska,-N/A-,A/Alaska/154/2015,,-0.0613735169172287,-1.9370347261428833,2.29655122756958
209,HA,KU589707,Yes,4,1701,H3N2,2015-08-08,IRD:Human,USA,Alaska,-N/A-,A/Alaska/155/2015,,-0.08358721435070038,-2.1374545097351074,2.0736947059631348
210,HA,KU590132,Yes,4,1701,H3N2,2015-08-08,IRD:Human,USA,Alaska,-N/A-,A/Alaska/155/2015,,-0.08358721435070038,-2.1374545097351074,2.0736947059631348
211,HA,KU590140,Yes,4,1701,H3N2,2015-08-03,IRD:Human,USA,Alaska,-N/A-,A/Alaska/156/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
212,HA,KU589715,Yes,4,1701,H3N2,2015-08-03,IRD:Human,USA,Alaska,-N/A-,A/Alaska/156/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
213,HA,KU590305,Yes,4,1701,H3N2,2015-08-13,IRD:Human,USA,Alaska,-N/A-,A/Alaska/157/2015,,-0.10892848670482635,-2.0013742446899414,2.1613597869873047
214,HA,KU589974,Yes,4,1701,H3N2,2015-08-13,IRD:Human,USA,Alaska,-N/A-,A/Alaska/157/2015,,-0.10892848670482635,-2.0013742446899414,2.1613597869873047
215,HA,KU589982,Yes,4,1701,H3N2,2015-08-14,IRD:Human,USA,Alaska,-N/A-,A/Alaska/158/2015,,-0.033318325877189636,-1.9856215715408325,2.3238983154296875
216,HA,KU590313,Yes,4,1701,H3N2,2015-08-14,IRD:Human,USA,Alaska,-N/A-,A/Alaska/158/2015,,-0.033318325877189636,-1.9856215715408325,2.3238983154296875
217,HA,KX003883,Yes,4,1701,H3N2,2015-08-17,IRD:Human,USA,Alaska,-N/A-,A/Alaska/159/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
218,HA,KU589990,Yes,4,1701,H3N2,2015-08-17,IRD:Human,USA,Alaska,-N/A-,A/Alaska/159/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
219,HA,KC883438,No,4,1701,H3N2,2011-03-24,IRD:Human,USA,Alaska,10-11,A/Alaska/16/2011,,2.6419546604156494,-0.8141725063323975,1.1142688989639282
220,HA,KC892536,No,4,1701,H3N2,2012-07-13,IRD:Human,USA,Alaska,-N/A-,A/Alaska/16/2012,,1.5703864097595215,-1.2791372537612915,1.6079034805297852
221,HA,KU590015,Yes,4,1701,H3N2,2015-08-18,IRD:Human,USA,Alaska,-N/A-,A/Alaska/160/2015,,-0.10892848670482635,-2.0013742446899414,2.1613597869873047
222,HA,KU589998,Yes,4,1701,H3N2,2015-08-19,IRD:Human,USA,Alaska,-N/A-,A/Alaska/162/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
223,HA,KU590329,Yes,4,1701,H3N2,2015-08-19,IRD:Human,USA,Alaska,-N/A-,A/Alaska/162/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
224,HA,KX412093,Yes,4,1701,H3N2,2015-08-04,IRD:Human,USA,Alaska,-N/A-,A/Alaska/163/2015,,-0.9229190945625305,-1.9344499111175537,2.6080775260925293
225,HA,KX412101,Yes,4,1701,H3N2,2015-08-03,IRD:Human,USA,Alaska,-N/A-,A/Alaska/164/2015,,-0.033318325877189636,-1.9856215715408325,2.3238983154296875
226,HA,KX412109,Yes,4,1701,H3N2,2015-08-19,IRD:Human,USA,Alaska,-N/A-,A/Alaska/165/2015,,0.06611080467700958,-1.7217131853103638,1.880903720855713
227,HA,KX412117,Yes,4,1701,H3N2,2015-08-15,IRD:Human,USA,Alaska,-N/A-,A/Alaska/166/2015,,-1.020261287689209,-2.2758443355560303,2.781367778778076
228,HA,KX412125,Yes,4,1701,H3N2,2015-08-15,IRD:Human,USA,Alaska,-N/A-,A/Alaska/167/2015,,-0.047179028391838074,-2.126051425933838,2.292527198791504
229,HA,KX412133,Yes,4,1701,H3N2,2015-08-15,IRD:Human,USA,Alaska,-N/A-,A/Alaska/168/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
230,HA,KC892914,No,4,1701,H3N2,2011-09-16,IRD:Human,USA,Alaska,-N/A-,A/Alaska/17/2011,,1.4788575172424316,-1.5382190942764282,1.7257146835327148
231,HA,KT844265,Yes,4,1701,H3N2,2015-06-01,IRD:Human,USA,Alaska,-N/A-,A/Alaska/17/2015,,-0.030064865946769714,-1.3522416353225708,1.7777948379516602
232,HA,KX412141,Yes,4,1701,H3N2,2015-08-21,IRD:Human,USA,Alaska,-N/A-,A/Alaska/170/2015,,-0.178150936961174,-2.0419793128967285,2.0946602821350098
233,HA,KX412149,Yes,4,1701,H3N2,2015-08-25,IRD:Human,USA,Alaska,-N/A-,A/Alaska/171/2015,,-0.047179028391838074,-2.126051425933838,2.292527198791504
234,HA,KU591548,Yes,4,1701,H3N2,2015-08-26,IRD:Human,USA,Alaska,-N/A-,A/Alaska/172/2015,,0.13182754814624786,-1.9260913133621216,2.1633739471435547
235,HA,KX412163,Yes,4,1737,H3N2,2015-08-29,IRD:Human,USA,Alaska,-N/A-,A/Alaska/173/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
236,HA,KX412171,Yes,4,1701,H3N2,2015-08-30,IRD:Human,USA,Alaska,-N/A-,A/Alaska/174/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
237,HA,KX412179,Yes,4,1701,H3N2,2015-08-19,IRD:Human,USA,Alaska,-N/A-,A/Alaska/176/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
238,HA,KX412187,Yes,4,1701,H3N2,2015-08-21,IRD:Human,USA,Alaska,-N/A-,A/Alaska/177/2015,,-0.10892848670482635,-2.0013742446899414,2.1613597869873047
239,HA,KX412195,Yes,4,1701,H3N2,2015-08-18,IRD:Human,USA,Alaska,-N/A-,A/Alaska/178/2015,,-0.047179028391838074,-2.126051425933838,2.292527198791504
240,HA,KU589510,Yes,4,1701,H3N2,2015-08-16,IRD:Human,USA,Alaska,-N/A-,A/Alaska/179/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
241,HA,KT844339,Yes,4,1701,H3N2,2015-06-01,IRD:Human,USA,Alaska,-N/A-,A/Alaska/18/2015,,-0.14113454520702362,-1.3036872148513794,1.6556587219238281
242,HA,KU591379,Yes,4,1737,H3N2,2015-08-16,IRD:Human,USA,Alaska,-N/A-,A/Alaska/183/2015,,-0.08358721435070038,-2.1374545097351074,2.0736947059631348
243,HA,KX412200,Yes,4,1701,H3N2,2015-08-20,IRD:Human,USA,Alaska,-N/A-,A/Alaska/184/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
244,HA,KU591405,Yes,4,1737,H3N2,2015-08-20,IRD:Human,USA,Alaska,-N/A-,A/Alaska/185/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
245,HA,KX412204,Yes,4,1701,H3N2,2015-08-19,IRD:Human,USA,Alaska,-N/A-,A/Alaska/187/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
246,HA,KU589534,Yes,4,1701,H3N2,2015-08-15,IRD:Human,USA,Alaska,-N/A-,A/Alaska/188/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
247,HA,KU589541,Yes,4,1701,H3N2,2015-08-13,IRD:Human,USA,Alaska,-N/A-,A/Alaska/189/2015,,-0.08358721435070038,-2.1374545097351074,2.0736947059631348
248,HA,KX917860,Yes,4,1737,H3N2,2016-04-25,IRD:Human,USA,Alaska,15-16,A/Alaska/19/2016,,-0.785940945148468,-2.159498691558838,2.785081386566162
249,HA,KU589549,Yes,4,1701,H3N2,2015-08-18,IRD:Human,USA,Alaska,-N/A-,A/Alaska/191/2015,,-0.047179028391838074,-2.126051425933838,2.292527198791504
250,HA,KU589556,Yes,4,1701,H3N2,2015-08-16,IRD:Human,USA,Alaska,-N/A-,A/Alaska/192/2015,,-0.1643989533185959,-2.1469602584838867,1.988302230834961
251,HA,KU589564,Yes,4,1701,H3N2,2015-08-17,IRD:Human,USA,Alaska,-N/A-,A/Alaska/193/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
252,HA,KX412209,Yes,4,1737,H3N2,2015-08-17,IRD:Human,USA,Alaska,-N/A-,A/Alaska/194/2015,,-0.10892848670482635,-2.0013742446899414,2.1613597869873047
253,HA,KX412217,Yes,4,1737,H3N2,2015-08-24,IRD:Human,USA,Alaska,-N/A-,A/Alaska/195/2015,,-0.047179028391838074,-2.126051425933838,2.292527198791504
254,HA,KX412225,Yes,4,1737,H3N2,2015-08-29,IRD:Human,USA,Alaska,-N/A-,A/Alaska/197/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
255,HA,KX412233,Yes,4,1737,H3N2,2015-08-29,IRD:Human,USA,Alaska,-N/A-,A/Alaska/198/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
256,HA,KX412241,Yes,4,1737,H3N2,2015-08-29,IRD:Human,USA,Alaska,-N/A-,A/Alaska/199/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
257,HA,KX412249,Yes,4,1737,H3N2,2015-09-07,IRD:Human,USA,Alaska,-N/A-,A/Alaska/201/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
258,HA,KX412257,Yes,4,1737,H3N2,2015-09-07,IRD:Human,USA,Alaska,-N/A-,A/Alaska/202/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
259,HA,KX412265,Yes,4,1737,H3N2,2015-09-05,IRD:Human,USA,Alaska,-N/A-,A/Alaska/204/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
260,HA,KX412273,Yes,4,1737,H3N2,2015-09-07,IRD:Human,USA,Alaska,-N/A-,A/Alaska/205/2015,,-0.18258552253246307,-1.849616289138794,2.0760772228240967
261,HA,KX003958,Yes,4,1701,H3N2,2015-09-07,IRD:Human,USA,Alaska,-N/A-,A/Alaska/206/2015,,-0.20748375356197357,-1.919209361076355,2.160428524017334
262,HA,KX003966,Yes,4,1737,H3N2,2015-09-07,IRD:Human,USA,Alaska,-N/A-,A/Alaska/207/2015,,-0.08358721435070038,-2.1374545097351074,2.0736947059631348
263,HA,KU590321,Yes,4,1701,H3N2,2015-09-02,IRD:Human,USA,Alaska,-N/A-,A/Alaska/208/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
264,HA,KX003974,Yes,4,1701,H3N2,2015-09-07,IRD:Human,USA,Alaska,-N/A-,A/Alaska/209/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
265,HA,KC892420,No,4,1701,H3N2,2011-11-27,IRD:Human,USA,Alaska,11-12,A/Alaska/21/2011,,1.4182523488998413,-1.420472502708435,1.665120005607605
266,HA,KC892668,No,4,1701,H3N2,2012-08-01,IRD:Human,USA,Alaska,-N/A-,A/Alaska/21/2012,,1.2972261905670166,-1.4917995929718018,2.419651985168457
267,HA,KT844347,Yes,4,1701,H3N2,2015-06-08,IRD:Human,USA,Alaska,-N/A-,A/Alaska/21/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
268,HA,KX003982,Yes,4,1701,H3N2,2015-09-07,IRD:Human,USA,Alaska,-N/A-,A/Alaska/210/2015,,-0.0613735169172287,-1.9370347261428833,2.29655122756958
269,HA,KU591552,Yes,4,1701,H3N2,2015-08-30,IRD:Human,USA,Alaska,-N/A-,A/Alaska/212/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
270,HA,KX003990,Yes,4,1701,H3N2,2015-08-30,IRD:Human,USA,Alaska,-N/A-,A/Alaska/213/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
271,HA,KX003997,Yes,4,1701,H3N2,2015-08-31,IRD:Human,USA,Alaska,-N/A-,A/Alaska/214/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
272,HA,KU591560,Yes,4,1701,H3N2,2015-09-04,IRD:Human,USA,Alaska,-N/A-,A/Alaska/215/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
273,HA,KU591797,Yes,4,1701,H3N2,2015-09-06,IRD:Human,USA,Alaska,-N/A-,A/Alaska/216/2015,,-0.847332775592804,-2.0514209270477295,2.6985650062561035
274,HA,KU591976,Yes,4,1701,H3N2,2015-09-07,IRD:Human,USA,Alaska,-N/A-,A/Alaska/217/2015,,-0.16156606376171112,-1.7745715379714966,2.2260377407073975
275,HA,KU591984,Yes,4,1701,H3N2,2015-09-07,IRD:Human,USA,Alaska,-N/A-,A/Alaska/218/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
276,HA,KU591992,Yes,4,1701,H3N2,2015-09-05,IRD:Human,USA,Alaska,-N/A-,A/Alaska/219/2015,,-0.08358721435070038,-2.1374545097351074,2.0736947059631348
277,HA,KT889133,Yes,4,1701,H3N2,2012-01-29,IRD:Human,USA,Alaska,11-12,A/Alaska/21usafsam/2012,,3.006171464920044,-0.9692871570587158,1.3020683526992798
278,HA,KF790196,No,4,1701,H3N2,2012-10-01,IRD:Human,USA,Alaska,12-13,A/Alaska/22/2012,,1.1311430931091309,-0.7781230211257935,1.210392951965332
279,HA,KF790216,No,4,1701,H3N2,2012-10-01,IRD:Human,USA,Alaska,12-13,A/Alaska/22/2012,,1.084099292755127,-0.7418862581253052,1.1884393692016602
280,HA,KY090499,No,4,1701,H3N2,2015-06-06,IRD:Human,USA,Alaska,-N/A-,A/Alaska/22/2015,,-0.10892848670482635,-2.0013742446899414,2.1613597869873047
281,HA,KX916788,Yes,4,1737,H3N2,2016-06-06,IRD:Human,USA,Alaska,-N/A-,A/Alaska/22/2016,,-0.32961350679397583,-1.553521752357483,1.6180171966552734
282,HA,KY044187,Yes,4,1737,H3N2,2016-06-06,IRD:Human,USA,Alaska,-N/A-,A/Alaska/22/2016,,-0.32961350679397583,-1.553521752357483,1.6180171966552734
283,HA,KU591805,Yes,4,1701,H3N2,2015-09-04,IRD:Human,USA,Alaska,-N/A-,A/Alaska/220/2015,,-0.17089252173900604,-1.91167414188385,2.1263866424560547
284,HA,KU591813,Yes,4,1701,H3N2,2015-09-03,IRD:Human,USA,Alaska,-N/A-,A/Alaska/221/2015,,-0.17089252173900604,-1.91167414188385,2.1263866424560547
285,HA,KU591821,Yes,4,1701,H3N2,2015-09-08,IRD:Human,USA,Alaska,-N/A-,A/Alaska/222/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
286,HA,KU590762,Yes,4,1737,H3N2,2015-09-08,IRD:Human,USA,Alaska,-N/A-,A/Alaska/222/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
287,HA,KX412284,Yes,4,1737,H3N2,2015-09-12,IRD:Human,USA,Alaska,-N/A-,A/Alaska/224/2015,,-0.06836681067943573,-1.8826242685317993,1.8988070487976074
288,HA,KU590770,Yes,4,1737,H3N2,2015-09-11,IRD:Human,USA,Alaska,-N/A-,A/Alaska/225/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
289,HA,KX412292,Yes,4,1737,H3N2,2015-09-10,IRD:Human,USA,Alaska,-N/A-,A/Alaska/226/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
290,HA,KU591829,Yes,4,1701,H3N2,2015-09-11,IRD:Human,USA,Alaska,-N/A-,A/Alaska/227/2015,,-0.178150936961174,-2.0419793128967285,2.0946602821350098
291,HA,KU592000,Yes,4,1701,H3N2,2015-09-12,IRD:Human,USA,Alaska,-N/A-,A/Alaska/228/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
292,HA,KU592008,Yes,4,1701,H3N2,2015-09-13,IRD:Human,USA,Alaska,-N/A-,A/Alaska/229/2015,,-0.18324951827526093,-1.993652582168579,2.1164193153381348
293,HA,KF790195,No,4,1701,H3N2,2012-10-05,IRD:Human,USA,Alaska,12-13,A/Alaska/23/2012,,1.1737046241760254,-0.819494366645813,1.2954692840576172
294,HA,KF790184,No,4,1701,H3N2,2012-10-05,IRD:Human,USA,Alaska,12-13,A/Alaska/23/2012,,1.0463900566101074,-0.853213906288147,1.2316837310791016
295,HA,KX916780,Yes,4,1737,H3N2,2016-06-15,IRD:Human,USA,Alaska,-N/A-,A/Alaska/23/2016,,-0.3119991421699524,-1.6595321893692017,1.785149335861206
296,HA,KU592016,Yes,4,1701,H3N2,2015-09-14,IRD:Human,USA,Alaska,-N/A-,A/Alaska/230/2015,,-0.047179028391838074,-2.126051425933838,2.292527198791504
297,HA,KU591837,Yes,4,1701,H3N2,2015-09-15,IRD:Human,USA,Alaska,-N/A-,A/Alaska/231/2015,,-0.10892848670482635,-2.0013742446899414,2.1613597869873047
298,HA,KU592024,Yes,4,1701,H3N2,2015-09-09,IRD:Human,USA,Alaska,-N/A-,A/Alaska/232/2015,,-0.8714621663093567,-1.7981221675872803,2.232408046722412
299,HA,KY116934,Yes,4,1737,H3N2,2015-09-09,IRD:Human,USA,Alaska,-N/A-,A/Alaska/232/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
300,HA,KY116959,Yes,4,1737,H3N2,2015-09-09,IRD:Human,USA,Alaska,-N/A-,A/Alaska/232/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
301,HA,KX412300,Yes,4,1737,H3N2,2015-09-16,IRD:Human,USA,Alaska,-N/A-,A/Alaska/233/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
302,HA,KX412308,Yes,4,1737,H3N2,2015-09-16,IRD:Human,USA,Alaska,-N/A-,A/Alaska/234/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
303,HA,KU592032,Yes,4,1701,H3N2,2015-09-16,IRD:Human,USA,Alaska,-N/A-,A/Alaska/235/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
304,HA,KU592040,Yes,4,1701,H3N2,2015-09-16,IRD:Human,USA,Alaska,-N/A-,A/Alaska/236/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
305,HA,KU591845,Yes,4,1701,H3N2,2015-09-12,IRD:Human,USA,Alaska,-N/A-,A/Alaska/237/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
306,HA,KU592048,Yes,4,1701,H3N2,2015-09-16,IRD:Human,USA,Alaska,-N/A-,A/Alaska/238/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
307,HA,KU590778,Yes,4,1737,H3N2,2015-09-16,IRD:Human,USA,Alaska,-N/A-,A/Alaska/239/2015,,0.06611080467700958,-1.7217131853103638,1.880903720855713
308,HA,KU591853,Yes,4,1701,H3N2,2015-09-16,IRD:Human,USA,Alaska,-N/A-,A/Alaska/239/2015,,0.06611080467700958,-1.7217131853103638,1.880903720855713
309,HA,KC535312,No,4,1701,H3N2,2009-04-03,IRD:Human,USA,Alaska,08-09,A/Alaska/24/2009,,1.9815630912780762,-2.048755407333374,1.0448023080825806
310,HA,KF790238,No,4,1701,H3N2,2012-10-14,IRD:Human,USA,Alaska,12-13,A/Alaska/24/2012,,1.084099292755127,-0.7418862581253052,1.1884393692016602
311,HA,KF790255,No,4,1701,H3N2,2012-10-14,IRD:Human,USA,Alaska,12-13,A/Alaska/24/2012,,1.1737046241760254,-0.819494366645813,1.2954692840576172
312,HA,CY208928,Yes,4,1737,H3N2,2016-09-08,IRD:Human,USA,Alaska,-N/A-,A/Alaska/24/2016,,-0.8223379254341125,-1.6777427196502686,3.001600742340088
313,HA,KY003458,Yes,4,1737,H3N2,2016-09-08,IRD:Human,USA,Alaska,-N/A-,A/Alaska/24/2016,,-0.8223379254341125,-1.6777427196502686,3.001600742340088
314,HA,KY116951,Yes,4,1737,H3N2,2015-09-15,IRD:Human,USA,Alaska,-N/A-,A/Alaska/240/2015,,0.06611080467700958,-1.7217131853103638,1.880903720855713
315,HA,KU592056,Yes,4,1701,H3N2,2015-09-15,IRD:Human,USA,Alaska,-N/A-,A/Alaska/240/2015,,0.05238933861255646,-1.2727700471878052,1.541447639465332
316,HA,KU592064,Yes,4,1701,H3N2,2015-09-16,IRD:Human,USA,Alaska,-N/A-,A/Alaska/241/2015,,-0.178150936961174,-2.0419793128967285,2.0946602821350098
317,HA,KU590796,Yes,4,1737,H3N2,2015-09-13,IRD:Human,USA,Alaska,-N/A-,A/Alaska/242/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
318,HA,KU592072,Yes,4,1701,H3N2,2015-09-14,IRD:Human,USA,Alaska,-N/A-,A/Alaska/243/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
319,HA,KU591861,Yes,4,1701,H3N2,2015-09-14,IRD:Human,USA,Alaska,-N/A-,A/Alaska/244/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
320,HA,KU591868,Yes,4,1701,H3N2,2015-09-10,IRD:Human,USA,Alaska,-N/A-,A/Alaska/245/2015,,-0.15090923011302948,-1.9194470643997192,2.3145599365234375
321,HA,KU591876,Yes,4,1701,H3N2,2015-09-13,IRD:Human,USA,Alaska,-N/A-,A/Alaska/246/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
322,HA,KU592080,Yes,4,1701,H3N2,2015-09-17,IRD:Human,USA,Alaska,-N/A-,A/Alaska/247/2015,,-0.10892848670482635,-2.0013742446899414,2.1613597869873047
323,HA,KX412317,Yes,4,1701,H3N2,2015-09-19,IRD:Human,USA,Alaska,-N/A-,A/Alaska/248/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
324,HA,KU592088,Yes,4,1701,H3N2,2015-09-17,IRD:Human,USA,Alaska,-N/A-,A/Alaska/249/2015,,-0.178150936961174,-2.0419793128967285,2.0946602821350098
325,HA,KT844356,Yes,4,1701,H3N2,2015-06-17,IRD:Human,USA,Alaska,-N/A-,A/Alaska/25/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
326,HA,CY208920,Yes,4,1737,H3N2,2016-09-10,IRD:Human,USA,Alaska,-N/A-,A/Alaska/25/2016,,-0.8223379254341125,-1.6777427196502686,3.001600742340088
327,HA,KY003415,Yes,4,1737,H3N2,2016-09-10,IRD:Human,USA,Alaska,-N/A-,A/Alaska/25/2016,,-0.8223379254341125,-1.6777427196502686,3.001600742340088
328,HA,KX412324,Yes,4,1737,H3N2,2015-09-20,IRD:Human,USA,Alaska,-N/A-,A/Alaska/250/2015,,-0.9271705746650696,-2.017822027206421,2.6653618812561035
329,HA,KX412331,Yes,4,1701,H3N2,2015-09-18,IRD:Human,USA,Alaska,-N/A-,A/Alaska/251/2015,,-0.18324951827526093,-1.993652582168579,2.1164193153381348
330,HA,KX412338,Yes,4,1737,H3N2,2015-09-21,IRD:Human,USA,Alaska,-N/A-,A/Alaska/252/2015,,-0.036922261118888855,-2.0063676834106445,2.2174625396728516
331,HA,KU590526,Yes,4,1701,H3N2,2015-10-02,IRD:Human,USA,Alaska,15-16,A/Alaska/253/2015,,-0.18324951827526093,-1.993652582168579,2.1164193153381348
